Activity Type,Date,Favorite,Title,Place,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Strength Training,2/17/2023 15:01,FALSE,Strength,Unknown,0,115,0:33:19,111,138,0.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,19,1,No,0:33:19,1,NaN,--,--,--,--,--,--,--,--,0:33:19,0:35:02,--,--
Cardio,2/16/2023 11:22,FALSE,Cardio,Unknown,0,151,0:19:30,166,182,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:19:30,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:21:33,--,--
Strength Training,2/16/2023 10:49,FALSE,Strength,Unknown,0,205,0:32:08,148,188,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:32:08,1,NaN,--,--,--,--,--,--,--,--,0:32:08,0:32:08,--,--
Treadmill Running,2/15/2023 8:21,FALSE,Treadmill Running,Treadmill,1.62,75,09:39.0,166,176,2.4,164,171,5:58,5:18,--,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:29.4,2,NaN,--,--,--,--,--,--,--,--,09:32.4,09:39.0,--,--
Strength Training,2/15/2023 7:38,FALSE,Strength,Unknown,0,246,0:40:43,144,164,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:40:43,1,NaN,--,--,--,--,--,--,--,--,0:40:43,0:40:43,--,--
Strength Training,2/14/2023 6:15,FALSE,Strength,Unknown,0,79,0:12:31,144,171,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:12:31,1,NaN,--,--,--,--,--,--,--,--,0:12:31,0:12:31,--,--
Cycling,2/14/2023 6:02,FALSE,Cycling,Unknown,0,86,0:10:48,170,177,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:48,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:12:53,--,--
Treadmill Running,2/14/2023 5:38,FALSE,Treadmill Running,Treadmill,3.26,166,0:20:22,174,184,3.3,161,210,6:15,5:10,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:29.1,4,NaN,--,--,--,--,--,--,--,--,0:19:27,0:20:22,--,--
Cardio,2/13/2023 6:25,FALSE,Cardio,Unknown,0,80,09:46.3,174,183,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,09:46.3,1,NaN,--,--,--,--,--,--,--,--,0:00:00,09:46.3,--,--
Strength Training,2/13/2023 5:42,FALSE,Strength,Unknown,0,274,0:41:51,152,172,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:41:51,1,NaN,--,--,--,--,--,--,--,--,0:41:51,0:41:51,--,--
Treadmill Running,2/12/2023 9:24,FALSE,Treadmill Running,Treadmill,1.46,70,08:21.0,178,184,2.6,167,173,5:43,5:19,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:32.1,2,NaN,--,--,--,--,--,--,--,--,0:08:20,08:21.0,--,--
Strength Training,2/12/2023 8:44,FALSE,Strength,Unknown,0,262,0:39:16,151,179,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,0:39:16,1,NaN,--,--,--,--,--,--,--,--,0:39:16,0:39:16,--,--
Strength Training,2/10/2023 10:35,FALSE,Strength,Unknown,0,214,0:39:02,140,168,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:39:02,1,NaN,--,--,--,--,--,--,--,--,0:39:02,0:39:02,--,--
Strength Training,2/8/2023 8:53,FALSE,Strength,Unknown,0,149,0:25:46,141,163,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,0:25:46,1,NaN,--,--,--,--,--,--,--,--,0:25:46,0:25:46,--,--
Treadmill Running,2/8/2023 8:27,FALSE,Treadmill Running,Treadmill,3.27,161,0:20:07,171,184,3.3,166,172,6:09,5:20,--,--,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:36.2,4,NaN,--,--,--,--,--,--,--,--,0:20:06,0:21:41,--,--
Treadmill Running,2/7/2023 9:35,FALSE,Treadmill Running,Treadmill,1.03,48,06:02.3,167,184,2.1,166,169,5:51,5:22,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:11.3,2,NaN,--,--,--,--,--,--,--,--,0:06:02,06:02.3,--,--
Strength Training,2/7/2023 8:48,FALSE,Strength,Unknown,0,291,0:45:11,151,179,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,27,1,No,0:45:11,1,NaN,--,--,--,--,--,--,--,--,0:45:11,0:45:11,--,--
Treadmill Running,2/6/2023 8:50,FALSE,Treadmill Running,Treadmill,0.99,45,06:20.8,149,163,1.6,160,169,6:25,5:44,--,--,0.98,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:20.8,1,NaN,--,--,--,--,--,--,--,--,0:06:13,06:20.8,--,--
Strength Training,2/6/2023 8:08,FALSE,Strength,Unknown,0,286,0:40:19,156,179,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:40:19,1,NaN,--,--,--,--,--,--,--,--,0:40:19,0:40:19,--,--
Strength Training,1/31/2023 11:31,FALSE,Strength,Unknown,0,89,0:14:17,143,163,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:14:17,1,NaN,--,--,--,--,--,--,--,--,0:14:17,0:14:17,--,--
Cardio,1/31/2023 11:13,FALSE,Cardio,Unknown,0,131,0:15:37,178,185,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:37,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:37,--,--
Treadmill Running,1/31/2023 10:53,FALSE,Treadmill Running,Treadmill,2.83,133,0:16:21,172,187,3.2,163,167,5:47,5:30,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:43.1,3,NaN,--,--,--,--,--,--,--,--,0:16:21,0:16:21,--,--
Strength Training,1/27/2023 5:53,FALSE,Strength,Unknown,0,310,0:49:43,151,176,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:49:43,1,NaN,--,--,--,--,--,--,--,--,0:49:43,0:49:43,--,--
Strength Training,1/26/2023 5:53,FALSE,Strength,Unknown,0,315,0:51:33,146,168,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:51:33,1,NaN,--,--,--,--,--,--,--,--,0:51:33,0:51:33,--,--
Cardio,1/25/2023 11:16,FALSE,Cardio,Unknown,0,87,0:10:42,173,178,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:42,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:42,--,--
Treadmill Running,1/25/2023 10:53,FALSE,Treadmill Running,Treadmill,3.45,166,0:20:15,173,183,3.3,164,169,5:53,5:25,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:39.1,4,NaN,--,--,--,--,--,--,--,--,0:20:14,0:21:19,--,--
Strength Training,1/24/2023 5:54,FALSE,Strength,Unknown,0,293,0:47:06,149,177,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,16,1,No,0:47:06,1,NaN,--,--,--,--,--,--,--,--,0:47:06,0:47:06,--,--
Strength Training,1/23/2023 5:51,FALSE,Strength,Unknown,0,329,0:52:10,152,172,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,0:52:10,1,NaN,--,--,--,--,--,--,--,--,0:52:10,0:52:10,--,--
Strength Training,1/22/2023 6:29,FALSE,Strength,Unknown,0,95,0:19:46,125,149,1.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:19:46,1,NaN,--,--,--,--,--,--,--,--,0:19:46,0:19:46,--,--
Cardio,1/22/2023 6:15,FALSE,Cardio,Unknown,0,107,0:13:21,172,184,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:13:21,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:13:21,--,--
Treadmill Running,1/22/2023 5:51,FALSE,Treadmill Running,Treadmill,3.43,156,0:20:06,164,188,3.1,166,169,5:52,5:19,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:29.9,4,NaN,--,--,--,--,--,--,--,--,0:20:06,0:20:06,--,--
Strength Training,1/20/2023 5:50,FALSE,Strength,Unknown,0,284,0:47:55,146,174,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,37,1,No,0:47:55,1,NaN,--,--,--,--,--,--,--,--,0:47:55,0:47:55,--,--
Strength Training,1/19/2023 5:51,FALSE,Strength,Unknown,0,300,0:48:32,147,174,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:48:32,1,NaN,--,--,--,--,--,--,--,--,0:48:32,0:48:32,--,--
Strength Training,1/18/2023 6:30,FALSE,Strength,Unknown,0,37,05:38.6,140,151,1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,21,1,No,05:38.6,1,NaN,--,--,--,--,--,--,--,--,05:38.6,05:38.6,--,--
Cardio,1/18/2023 6:17,FALSE,Cardio,Unknown,0,93,0:11:11,177,183,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:11:11,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:11:11,--,--
Treadmill Running,1/18/2023 5:52,FALSE,Treadmill Running,Treadmill,3.44,158,0:20:17,166,184,3.2,166,170,5:54,5:19,--,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:33.7,4,NaN,--,--,--,--,--,--,--,--,0:20:10,0:22:44,--,--
Strength Training,1/17/2023 5:52,FALSE,Strength,Unknown,0,332,0:51:02,154,180,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:51:02,1,NaN,--,--,--,--,--,--,--,--,0:51:02,0:51:15,--,--
Strength Training,1/16/2023 5:53,FALSE,Strength,Unknown,0,314,0:51:03,150,184,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:51:03,1,NaN,--,--,--,--,--,--,--,--,0:51:03,0:51:03,--,--
Strength Training,1/15/2023 6:29,FALSE,Strength,Unknown,0,38,05:21.0,147,158,1.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,05:21.0,1,NaN,--,--,--,--,--,--,--,--,05:21.0,05:21.0,--,--
Cardio,1/15/2023 6:15,FALSE,Cardio,Unknown,0,84,09:56.7,178,185,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,09:56.7,1,NaN,--,--,--,--,--,--,--,--,0:00:00,09:56.7,--,--
Treadmill Running,1/15/2023 5:52,FALSE,Treadmill Running,Treadmill,3.35,154,0:20:03,165,186,3.2,159,169,5:59,5:23,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:59.5,4,NaN,--,--,--,--,--,--,--,--,0:19:08,0:21:28,--,--
Strength Training,1/14/2023 6:01,FALSE,Strength,Unknown,0,289,0:48:15,146,173,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:48:15,1,NaN,--,--,--,--,--,--,--,--,0:48:15,0:48:15,--,--
Strength Training,1/13/2023 5:52,FALSE,Strength,Unknown,0,330,0:57:57,143,169,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:57:57,1,NaN,--,--,--,--,--,--,--,--,0:57:57,0:57:57,--,--
Cardio,1/12/2023 9:54,FALSE,Cardio,Unknown,0,96,0:11:37,175,182,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:11:37,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:11:37,--,--
Treadmill Running,1/12/2023 9:32,FALSE,Treadmill Running,Treadmill,3.52,162,0:20:03,171,181,3.3,163,210,5:41,5:06,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:57.6,4,NaN,--,--,--,--,--,--,--,--,0:20:02,0:20:03,--,--
Strength Training,1/11/2023 5:45,FALSE,Strength,Unknown,0,302,0:49:33,151,177,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:49:33,1,NaN,--,--,--,--,--,--,--,--,0:49:33,0:49:33,--,--
Strength Training,1/10/2023 5:53,FALSE,Strength,Unknown,0,361,0:53:50,155,174,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:53:50,1,NaN,--,--,--,--,--,--,--,--,0:53:50,0:53:50,--,--
Treadmill Running,1/9/2023 6:25,FALSE,Treadmill Running,Treadmill,2.53,120,0:14:15,178,187,3.1,165,167,5:38,5:24,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:54.6,3,NaN,--,--,--,--,--,--,--,--,0:14:15,0:14:15,--,--
Strength Training,1/9/2023 5:52,FALSE,Strength,Unknown,0,180,0:30:58,138,161,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:30:58,1,NaN,--,--,--,--,--,--,--,--,0:30:58,0:30:58,--,--
Strength Training,1/8/2023 5:53,FALSE,Strength,Unknown,0,308,0:51:01,146,176,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:51:01,1,NaN,--,--,--,--,--,--,--,--,0:51:01,0:51:01,--,--
Strength Training,1/5/2023 5:53,FALSE,Strength,Unknown,0,343,0:55:41,149,170,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,0:55:41,1,NaN,--,--,--,--,--,--,--,--,0:55:41,0:55:41,--,--
Treadmill Running,1/4/2023 6:30,FALSE,Treadmill Running,Treadmill,2.45,122,0:15:14,168,183,3,156,225,6:14,4:13,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:35.2,3,NaN,--,--,--,--,--,--,--,--,0:14:21,0:15:14,--,--
Strength Training,1/4/2023 5:53,FALSE,Strength,Unknown,0,201,0:34:54,137,158,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,16,1,No,0:34:54,1,NaN,--,--,--,--,--,--,--,--,0:34:54,0:34:54,--,--
Strength Training,1/3/2023 5:54,FALSE,Strength,Unknown,0,334,0:50:01,156,186,3.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,19,1,No,0:50:01,1,NaN,--,--,--,--,--,--,--,--,0:50:01,0:50:01,--,--
Strength Training,1/2/2023 8:07,FALSE,Strength,Unknown,0,295,0:55:33,137,174,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:55:33,1,NaN,--,--,--,--,--,--,--,--,0:55:33,0:55:33,--,--
Cardio,12/31/2022 6:42,FALSE,Cardio,Unknown,0,46,05:36.7,174,182,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,05:36.7,1,NaN,--,--,--,--,--,--,--,--,0:00:00,05:36.7,--,--
Treadmill Running,12/31/2022 6:32,FALSE,Treadmill Running,Treadmill,1.61,75,09:03.8,176,184,2.6,162,223,5:39,4:59,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:18.0,2,NaN,--,--,--,--,--,--,--,--,09:03.8,09:03.8,--,--
Strength Training,12/31/2022 5:57,FALSE,Strength,Unknown,0,209,0:33:19,148,172,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:33:19,1,NaN,--,--,--,--,--,--,--,--,0:33:19,0:33:19,--,--
Strength Training,12/30/2022 5:50,FALSE,Strength,Unknown,0,302,0:47:39,147,168,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:47:39,1,NaN,--,--,--,--,--,--,--,--,0:47:39,0:47:39,--,--
Treadmill Running,12/29/2022 6:26,FALSE,Treadmill Running,Treadmill,2.51,111,0:14:41,159,188,2.7,162,169,5:51,5:26,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:51.8,3,NaN,--,--,--,--,--,--,--,--,0:14:40,0:14:41,--,--
Strength Training,12/29/2022 5:52,FALSE,Strength,Unknown,0,165,0:31:07,132,162,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:31:07,1,NaN,--,--,--,--,--,--,--,--,0:31:07,0:31:07,--,--
Strength Training,12/28/2022 5:50,FALSE,Strength,Unknown,0,309,0:53:09,144,179,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,43,1,No,0:53:09,1,NaN,--,--,--,--,--,--,--,--,0:53:09,0:53:09,--,--
Strength Training,12/27/2022 6:22,FALSE,Strength,Unknown,0,288,0:44:17,148,171,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:44:17,1,NaN,--,--,--,--,--,--,--,--,0:44:17,0:44:17,--,--
Strength Training,12/24/2022 5:47,FALSE,Strength,Unknown,0,284,0:45:33,147,175,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:45:33,1,NaN,--,--,--,--,--,--,--,--,0:45:33,0:45:33,--,--
Strength Training,12/23/2022 5:48,FALSE,Strength,Unknown,0,286,0:47:46,144,162,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:47:46,1,NaN,--,--,--,--,--,--,--,--,0:47:46,0:47:46,--,--
Treadmill Running,12/21/2022 6:31,FALSE,Treadmill Running,Treadmill,2.61,111,0:15:01,160,184,2.8,165,170,5:45,5:22,--,--,1.06,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:26.2,3,NaN,--,--,--,--,--,--,--,--,0:15:01,0:15:01,--,--
Strength Training,12/21/2022 5:54,FALSE,Strength,Unknown,0,186,0:33:52,137,160,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:33:52,1,NaN,--,--,--,--,--,--,--,--,0:33:52,0:33:52,--,--
Strength Training,12/20/2022 5:57,FALSE,Strength,Unknown,0,324,0:49:27,152,181,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:49:27,1,NaN,--,--,--,--,--,--,--,--,0:49:27,0:49:27,--,--
Strength Training,12/19/2022 5:58,FALSE,Strength,Unknown,0,280,0:39:49,155,169,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:39:49,1,NaN,--,--,--,--,--,--,--,--,0:39:49,0:39:49,--,--
Strength Training,12/18/2022 6:21,FALSE,Strength,Unknown,0,201,0:34:43,140,171,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:34:43,1,NaN,--,--,--,--,--,--,--,--,0:34:43,0:34:43,--,--
Strength Training,12/17/2022 5:52,FALSE,Strength,Unknown,0,278,0:48:31,144,175,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:48:31,1,NaN,--,--,--,--,--,--,--,--,0:48:31,0:48:31,--,--
Strength Training,12/15/2022 5:55,FALSE,Strength,Unknown,0,274,0:45:30,143,168,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:45:30,1,NaN,--,--,--,--,--,--,--,--,0:45:30,0:45:30,--,--
Treadmill Running,12/14/2022 5:58,FALSE,Treadmill Running,Treadmill,2.55,114,0:14:33,165,185,2.8,164,172,5:43,5:12,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:04.2,3,NaN,--,--,--,--,--,--,--,--,0:14:32,0:14:33,--,--
Strength Training,12/14/2022 5:14,FALSE,Strength,Unknown,0,261,0:41:21,146,166,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:41:21,1,NaN,--,--,--,--,--,--,--,--,0:41:21,0:41:21,--,--
Strength Training,12/13/2022 6:00,FALSE,Strength,Unknown,0,292,0:44:38,154,179,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:44:38,1,NaN,--,--,--,--,--,--,--,--,0:44:38,0:44:38,--,--
Strength Training,12/12/2022 5:56,FALSE,Strength,Unknown,0,230,0:49:13,127,161,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:49:13,1,NaN,--,--,--,--,--,--,--,--,0:49:13,0:49:13,--,--
Treadmill Running,12/10/2022 6:39,FALSE,Treadmill Running,Treadmill,2.62,120,0:15:05,168,186,2.9,162,170,5:45,5:21,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:28.1,3,NaN,--,--,--,--,--,--,--,--,0:15:05,0:15:05,--,--
Strength Training,12/10/2022 5:59,FALSE,Strength,Unknown,0,212,0:37:23,138,161,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:37:23,1,NaN,--,--,--,--,--,--,--,--,0:37:23,0:37:23,--,--
Strength Training,12/9/2022 5:56,FALSE,Strength,Unknown,0,366,0:56:27,154,181,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,33,1,No,0:56:27,1,NaN,--,--,--,--,--,--,--,--,0:56:27,0:56:27,--,--
Strength Training,12/8/2022 5:56,FALSE,Strength,Unknown,0,315,0:54:24,143,171,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:54:24,1,NaN,--,--,--,--,--,--,--,--,0:54:24,0:54:24,--,--
Treadmill Running,12/7/2022 6:42,FALSE,Treadmill Running,Treadmill,2.44,113,0:14:08,170,187,3,161,170,5:47,5:22,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:30.1,3,NaN,--,--,--,--,--,--,--,--,0:14:06,0:14:08,--,--
Strength Training,12/7/2022 5:59,FALSE,Strength,Unknown,0,242,0:39:34,144,170,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:39:34,1,NaN,--,--,--,--,--,--,--,--,0:39:34,0:39:34,--,--
Strength Training,12/6/2022 5:58,FALSE,Strength,Unknown,0,365,0:51:35,164,185,3.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:51:35,1,NaN,--,--,--,--,--,--,--,--,0:51:35,0:51:35,--,--
Strength Training,12/2/2022 5:52,FALSE,Strength,Unknown,0,302,0:47:48,147,177,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,1,No,0:47:48,1,NaN,--,--,--,--,--,--,--,--,0:47:48,0:48:11,--,--
Running,12/1/2022 6:35,FALSE,Running,Unknown,2.45,115,0:14:24,168,186,2.9,162,170,5:53,5:19,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:30.3,3,NaN,--,--,--,--,--,--,--,--,0:14:23,0:14:24,--,--
Strength Training,12/1/2022 5:57,FALSE,Strength,Unknown,0,213,0:35:08,141,164,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:35:08,1,NaN,--,--,--,--,--,--,--,--,0:35:08,0:35:08,--,--
Strength Training,11/30/2022 5:54,FALSE,Strength,Unknown,0,383,0:57:26,159,181,3.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:57:26,1,NaN,--,--,--,--,--,--,--,--,0:57:26,0:57:26,--,--
Strength Training,11/29/2022 5:57,FALSE,Strength,Unknown,0,327,0:50:29,147,179,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,0:50:29,1,NaN,--,--,--,--,--,--,--,--,0:50:29,0:50:29,--,--
Running,11/28/2022 6:14,FALSE,Running,Unknown,2.49,121,0:14:29,176,185,3,161,167,5:50,5:17,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:42.6,3,NaN,--,--,--,--,--,--,--,--,0:14:28,0:14:29,--,--
Strength Training,11/28/2022 5:24,FALSE,Strength,Unknown,0,302,0:47:59,149,175,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:47:59,1,NaN,--,--,--,--,--,--,--,--,0:47:59,0:47:59,--,--
Strength Training,11/25/2022 5:57,FALSE,Strength,Unknown,0,393,0:58:17,160,185,3.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:58:17,1,NaN,--,--,--,--,--,--,--,--,0:58:17,0:58:17,--,--
